amount,hour_of_day,mcc,country,velocity_5m,velocity_1h,velocity_24h,user_30d_avg,amount_to_avg_ratio,is_foreign,is_night,is_high_risk_mcc,is_fraud
64.55,19,5814,US,0,0,3,128.32,0.5,0,0,0,0
36.13,18,5311,US,0,1,3,124.93,0.29,0,0,0,0
52.16,15,4121,US,0,2,3,53.27,0.98,0,0,0,0
7.96,8,4121,US,0,0,6,93.15,0.09,0,0,0,0
210.72,16,5411,US,0,1,4,55.87,3.77,0,0,0,0
32.18,10,5411,US,0,0,1,99.76,0.32,0,0,0,0
94.13,15,5541,US,0,0,2,86.07,1.09,0,0,0,0
2.01,7,5311,NG,7,14,31,58.21,0.03,1,0,0,1
16.96,9,4121,US,0,2,4,128.36,0.13,0,0,0,0
57.66,8,5912,US,0,0,7,111.78,0.52,0,0,0,0
39.42,18,5814,US,1,1,4,59.51,0.66,0,0,0,0
18.44,17,5541,US,0,0,1,136.47,0.14,0,0,0,0
83.99,14,5912,US,0,3,5,120.59,0.7,0,0,0,0
94.79,20,5812,US,0,0,1,119.97,0.79,0,0,0,0
52.4,15,5311,US,0,0,5,64.97,0.81,0,0,0,0
43.78,8,5411,US,0,1,4,96.86,0.45,0,0,0,0
41.93,10,5732,US,0,1,2,53.09,0.79,0,0,1,0
22.53,10,4121,US,0,2,4,88.03,0.26,0,0,0,0
28.71,17,5912,US,0,1,3,135.59,0.21,0,0,0,0
61.11,8,5814,CA,0,1,2,138.15,0.44,1,0,0,0
9375.05,0,5944,CY,3,6,10,64.92,144.41,1,1,1,1
206.38,20,5541,US,0,0,2,74.37,2.78,0,0,0,0
41.47,14,5814,US,0,2,2,70.29,0.59,0,0,0,0
2015.67,5,6051,US,2,3,6,60.55,33.29,0,1,1,1
69.44,9,5411,US,0,2,4,100.02,0.69,0,0,0,0
237.11,20,5814,US,0,0,2,89.91,2.64,0,0,0,0
64.69,6,5311,US,0,0,2,78.73,0.82,0,0,0,0
21.98,18,5814,US,2,3,7,115.85,0.19,0,0,0,0
61.64,23,5541,US,1,2,4,81.99,0.75,0,0,0,0
28.69,16,5912,CA,0,2,3,81.86,0.35,1,0,0,0
41.11,12,5541,US,0,0,3,110.63,0.37,0,0,0,0
32.14,13,5541,US,0,0,2,88.09,0.36,0,0,0,0
2208.11,21,4829,CY,2,7,11,63.49,34.78,1,0,1,1
61.96,14,4121,US,0,0,3,50.59,1.22,0,0,0,0
61.41,13,5541,US,0,0,3,97.1,0.63,0,0,0,0
68.72,14,5912,US,0,0,5,133.58,0.51,0,0,0,0
47.47,12,5812,US,0,1,3,135.7,0.35,0,0,0,0
38.26,12,4121,US,1,1,3,123.9,0.31,0,0,0,0
729.75,10,7995,CY,2,2,8,84.44,8.64,1,0,1,1
62.4,12,5411,US,0,2,9,97.34,0.64,0,0,0,0
46.33,12,5541,US,2,2,2,128.84,0.36,0,0,0,0
71.91,19,5814,US,0,1,6,123.89,0.58,0,0,0,0
50.03,9,5411,DE,0,1,5,69.48,0.72,1,0,0,0
106.13,5,5732,US,0,0,4,127.78,0.83,0,1,1,0
13.57,14,4121,US,0,1,5,64.45,0.21,0,0,0,0
521.18,1,5732,GB,4,10,15,64.82,8.04,1,1,1,1
15.85,13,4121,US,0,2,3,123.31,0.13,0,0,0,0
56.61,21,4121,US,0,0,4,135.92,0.42,0,0,0,0
120.53,10,5311,US,0,0,1,51.16,2.36,0,0,0,0
87.46,7,5311,US,1,1,5,141.06,0.62,0,0,0,0
64.93,17,5814,US,0,1,5,143.21,0.45,0,0,0,0
11.38,10,5812,US,0,0,1,110.24,0.1,0,0,0,0
140.75,17,5812,US,0,1,5,130.6,1.08,0,0,0,0
21.6,14,5814,US,0,0,5,147.93,0.15,0,0,0,0
56.92,19,5411,US,0,0,0,132.78,0.43,0,0,0,0
18.37,12,4121,US,0,0,3,106.9,0.17,0,0,0,0
228.04,12,5912,US,0,1,2,73.55,3.1,0,0,0,0
25.05,4,5311,US,0,0,2,67.58,0.37,0,1,0,0
19.78,12,4121,US,0,1,2,135.52,0.15,0,0,0,0
48.5,17,5311,US,0,2,4,52.22,0.93,0,0,0,0
36.12,14,5732,US,0,2,4,146.06,0.25,0,0,1,0
60.78,15,5411,US,1,1,7,142.25,0.43,0,0,0,0
65.15,13,5541,US,0,0,4,92.87,0.7,0,0,0,0
55.67,16,4121,US,0,0,4,131.79,0.42,0,0,0,0
22.01,12,4121,US,0,0,1,85.09,0.26,0,0,0,0
18.74,12,5411,US,0,0,1,88.72,0.21,0,0,0,0
56.77,10,5411,US,0,2,5,91.86,0.62,0,0,0,0
226.64,16,5812,US,0,0,3,123.22,1.84,0,0,0,0
42.74,14,5541,US,1,1,4,76.16,0.56,0,0,0,0
102.8,21,4121,US,0,1,4,71.41,1.44,0,0,0,0
5333.95,1,5944,NG,1,3,8,94.56,56.41,1,1,1,1
11.63,11,4121,US,0,2,4,125.8,0.09,0,0,0,0
74.12,14,5814,US,0,0,2,82.7,0.9,0,0,0,0
72.0,13,5812,US,0,0,1,67.52,1.07,0,0,0,0
53.1,11,5814,US,0,2,3,126.92,0.42,0,0,0,0
104.0,18,5812,US,0,1,3,65.03,1.6,0,0,0,0
65.35,20,5812,US,0,1,5,67.16,0.97,0,0,0,0
41.05,8,5812,US,0,3,6,99.39,0.41,0,0,0,0
34.73,17,5541,US,0,0,2,129.78,0.27,0,0,0,0
24.46,11,5732,US,0,1,7,108.02,0.23,0,0,1,0
73.64,13,5541,US,0,0,3,75.63,0.97,0,0,0,0
50.84,11,5411,FR,0,1,4,86.29,0.59,1,0,0,0
33.38,16,5814,US,0,1,3,98.18,0.34,0,0,0,0
37.16,12,5814,US,1,3,4,51.98,0.71,0,0,0,0
69.71,15,5541,US,1,2,7,122.83,0.57,0,0,0,0
18.46,17,5812,US,0,0,1,92.71,0.2,0,0,0,0
182.14,16,5812,US,0,2,2,121.8,1.5,0,0,0,0
36.4,17,5812,US,0,1,7,78.78,0.46,0,0,0,0
87.95,10,5732,US,0,1,5,79.36,1.11,0,0,1,0
22.37,17,5411,US,0,0,5,54.48,0.41,0,0,0,0
33.62,12,5912,US,2,3,6,149.39,0.23,0,0,0,0
81.35,15,4121,US,0,1,4,116.29,0.7,0,0,0,0
22.91,10,5812,US,0,0,1,97.18,0.24,0,0,0,0
15.33,13,5411,US,0,1,3,63.92,0.24,0,0,0,0
75.02,13,5541,US,0,1,4,126.04,0.6,0,0,0,0
152.7,16,5411,US,0,1,5,124.79,1.22,0,0,0,0
2.51,15,5311,US,5,16,33,41.6,0.06,0,0,0,1
24.72,20,5541,US,0,2,6,68.72,0.36,0,0,0,0
81.65,11,5311,US,0,1,2,120.71,0.68,0,0,0,0
4.22,6,5912,US,0,0,2,109.73,0.04,0,0,0,0
37.22,6,5541,US,0,0,5,55.88,0.67,0,0,0,0
83.36,13,5411,US,0,0,2,149.31,0.56,0,0,0,0
8.95,17,4121,US,0,0,3,60.59,0.15,0,0,0,0
152.47,15,4121,US,0,2,5,142.73,1.07,0,0,0,0
125.85,16,5411,US,0,2,4,121.29,1.04,0,0,0,0
53.59,19,4121,US,0,0,3,140.31,0.38,0,0,0,0
111.49,14,5311,US,0,0,1,55.7,2.0,0,0,0,0
23.45,11,5812,US,0,1,3,107.31,0.22,0,0,0,0
3.0,4,5541,US,0,1,3,76.99,0.04,0,1,0,0
75.45,20,5912,US,1,2,6,103.2,0.73,0,0,0,0
45.9,9,5311,US,1,1,2,111.96,0.41,0,0,0,0
5520.8,2,6051,CN,3,6,6,44.29,124.65,1,1,1,1
69.52,10,5814,US,0,0,3,63.08,1.1,0,0,0,0
98.82,15,4121,US,0,3,9,81.43,1.21,0,0,0,0
15.49,15,5912,US,1,1,3,89.57,0.17,0,0,0,0
9.73,8,5311,US,1,2,6,99.96,0.1,0,0,0,0
32.57,12,5812,US,0,0,3,69.39,0.47,0,0,0,0
66.34,12,5812,US,0,0,3,99.03,0.67,0,0,0,0
196.7,10,5541,US,0,2,4,64.33,3.06,0,0,0,0
28.06,11,5411,US,0,0,2,148.64,0.19,0,0,0,0
19.18,11,5814,US,0,0,2,144.15,0.13,0,0,0,0
61.91,10,5732,US,0,2,2,97.53,0.63,0,0,1,0
23.4,14,5814,US,0,2,2,75.32,0.31,0,0,0,0
5537.17,4,5944,CY,3,5,10,95.97,57.7,1,1,1,1
20.55,14,5812,US,0,1,2,112.6,0.18,0,0,0,0
47.55,16,5814,US,0,0,3,54.19,0.88,0,0,0,0
108.25,11,4121,US,1,1,2,134.42,0.81,0,0,0,0
91.11,14,5732,US,0,1,6,132.43,0.69,0,0,1,0
235.62,14,5812,US,0,1,1,91.35,2.58,0,0,0,0
19.98,10,4121,US,0,0,1,91.27,0.22,0,0,0,0
24.87,12,4121,US,0,0,4,132.28,0.19,0,0,0,0
40.61,20,5411,US,0,1,5,88.46,0.46,0,0,0,0
14.09,10,5812,US,0,2,4,121.71,0.12,0,0,0,0
103.33,11,5814,US,1,2,6,83.14,1.24,0,0,0,0
44.54,10,5732,US,0,0,4,147.55,0.3,0,0,1,0
23.61,9,5311,US,0,1,5,81.04,0.29,0,0,0,0
64.16,12,5912,US,1,2,2,63.8,1.01,0,0,0,0
29.76,15,5732,US,0,1,4,66.59,0.45,0,0,1,0
43.86,17,5541,US,0,1,1,132.97,0.33,0,0,0,0
51.3,8,5732,US,0,2,4,113.76,0.45,0,0,1,0
263.2,18,5814,US,0,1,3,144.91,1.82,0,0,0,0
50.45,17,5411,US,0,2,4,130.95,0.39,0,0,0,0
77.08,12,4121,US,0,2,6,120.59,0.64,0,0,0,0
39.62,4,5411,US,0,1,4,127.07,0.31,0,1,0,0
40.25,12,5812,US,0,0,3,85.66,0.47,0,0,0,0
41.79,15,5812,US,0,1,2,81.33,0.51,0,0,0,0
87.24,10,4121,US,0,1,6,115.75,0.75,0,0,0,0
28.05,20,4121,US,1,1,2,93.37,0.3,0,0,0,0
74.08,16,5812,DE,0,0,4,101.06,0.73,1,0,0,0
14.04,13,5812,GB,0,2,4,144.66,0.1,1,0,0,0
1.64,6,5311,NG,8,26,27,72.3,0.02,1,0,0,1
10.49,16,5732,US,1,2,3,107.5,0.1,0,0,1,0
24.51,13,5912,US,1,1,3,51.98,0.47,0,0,0,0
34.88,18,5411,US,0,0,4,147.4,0.24,0,0,0,0
237.97,18,5812,US,0,1,5,59.98,3.97,0,0,0,0
85.98,13,5812,DE,0,1,2,119.29,0.72,1,0,0,0
38.85,15,5541,US,0,2,4,86.54,0.45,0,0,0,0
52.11,17,5732,US,0,4,9,93.14,0.56,0,0,1,0
127.61,12,5411,US,0,0,1,102.85,1.24,0,0,0,0
11.81,18,5541,US,0,2,5,131.15,0.09,0,0,0,0
671.0,17,6051,GB,9,9,36,45.05,14.89,1,0,1,1
6.79,15,5732,US,0,1,2,98.31,0.07,0,0,1,0
15.9,12,5812,US,1,1,4,100.69,0.16,0,0,0,0
3053.93,1,6051,NG,3,5,6,75.28,40.57,1,1,1,1
94.04,10,5541,US,0,1,4,78.11,1.2,0,0,0,0
22.79,10,5812,US,0,0,2,66.68,0.34,0,0,0,0
45.95,14,5814,US,0,1,4,145.46,0.32,0,0,0,0
171.19,14,5814,US,0,0,4,101.62,1.68,0,0,0,0
12.86,14,5812,US,0,0,3,122.53,0.1,0,0,0,0
20.85,12,4121,GB,0,1,3,110.02,0.19,1,0,0,0
76.32,13,5814,US,0,1,3,71.71,1.06,0,0,0,0
127.17,11,5541,US,0,0,7,111.64,1.14,0,0,0,0
14.14,18,5541,US,0,1,7,92.85,0.15,0,0,0,0
10.64,19,5411,US,0,1,4,86.68,0.12,0,0,0,0
5917.25,2,6051,UA,3,3,6,96.84,61.1,1,1,1,1
18.77,15,5732,US,1,3,8,77.81,0.24,0,0,1,0
121.96,20,5311,US,0,1,2,117.7,1.04,0,0,0,0
82.77,16,5912,US,1,2,5,134.53,0.62,0,0,0,0
74.87,5,5912,US,0,2,3,88.97,0.84,0,1,0,0
26.63,15,4121,US,2,2,4,90.09,0.3,0,0,0,0
119.46,14,5814,US,0,1,4,141.67,0.84,0,0,0,0
70.38,9,4121,US,0,0,5,72.2,0.97,0,0,0,0
173.92,12,5812,US,0,1,3,148.89,1.17,0,0,0,0
21.27,20,5541,US,0,0,2,140.61,0.15,0,0,0,0
96.3,13,5311,US,1,1,5,67.71,1.42,0,0,0,0
87.15,19,5311,US,0,1,2,124.02,0.7,0,0,0,0
34.41,11,5311,US,0,0,5,64.39,0.53,0,0,0,0
76.04,12,5732,US,0,2,3,85.9,0.89,0,0,1,0
26.94,12,5812,US,0,0,0,89.61,0.3,0,0,0,0
47.26,16,5814,US,0,1,2,52.83,0.89,0,0,0,0
75.17,11,5732,US,0,0,4,114.95,0.65,0,0,1,0
88.06,14,5311,US,2,2,5,83.62,1.05,0,0,0,0
87.79,21,5912,JP,0,0,3,51.74,1.7,1,0,0,0
115.05,11,5812,US,0,0,1,106.86,1.08,0,0,0,0
24.17,11,5912,US,0,1,3,141.8,0.17,0,0,0,0
89.12,11,5311,US,0,0,3,123.5,0.72,0,0,0,0
33.99,13,5411,US,0,0,1,76.21,0.45,0,0,0,0
333.67,7,5411,GB,0,1,2,82.19,4.06,1,0,0,0
90.19,9,5411,US,0,0,2,54.77,1.65,0,0,0,0
266.03,11,4121,GB,0,0,2,57.34,4.64,1,0,0,0
96.24,10,5541,US,0,1,2,70.77,1.36,0,0,0,0
49.99,11,5912,US,0,1,5,104.19,0.48,0,0,0,0
44.58,19,5912,US,0,1,3,64.93,0.69,0,0,0,0
47.84,14,4121,US,0,0,2,133.92,0.36,0,0,0,0
5.15,10,5732,GB,0,0,3,68.0,0.08,1,0,1,0
23.73,14,5411,US,0,1,4,84.44,0.28,0,0,0,0
50.36,20,5411,US,0,0,6,128.17,0.39,0,0,0,0
51.75,23,5812,US,0,1,3,75.98,0.68,0,0,0,0
60.06,15,5311,US,0,1,1,124.81,0.48,0,0,0,0
247.57,22,5912,US,0,1,1,116.9,2.12,0,0,0,0
170.32,14,5541,US,0,0,4,62.45,2.73,0,0,0,0
25.6,4,5814,US,0,2,7,102.24,0.25,0,1,0,0
22.61,17,5411,US,1,3,4,91.22,0.25,0,0,0,0
73.69,15,5541,US,1,1,5,69.39,1.06,0,0,0,0
245.05,17,5812,US,0,1,2,103.58,2.37,0,0,0,0
179.42,10,5311,GB,0,3,5,106.84,1.68,1,0,0,0
32.18,15,5732,US,0,1,1,53.47,0.6,0,0,1,0
6.46,20,5541,US,0,0,2,141.37,0.05,0,0,0,0
72.59,17,5311,US,0,0,2,65.94,1.1,0,0,0,0
29.0,3,5732,US,1,1,6,109.57,0.26,0,1,1,0
3.28,21,5311,UA,7,20,50,45.03,0.07,1,0,0,1
33.21,13,5732,US,1,1,5,57.03,0.58,0,0,1,0
46.83,12,5411,US,0,1,3,137.04,0.34,0,0,0,0
3796.65,5,5732,NG,3,3,10,97.15,39.08,1,1,1,1
147.69,11,5411,US,0,1,4,67.96,2.17,0,0,0,0
35.45,8,5812,JP,0,1,5,69.52,0.51,1,0,0,0
43.04,10,5912,US,0,5,7,93.05,0.46,0,0,0,0
50.86,10,5912,US,0,0,1,98.37,0.52,0,0,0,0
342.87,8,5944,GB,7,19,19,82.08,4.18,1,0,1,1
17.48,13,5541,US,1,3,7,99.21,0.18,0,0,0,0
28.94,10,5812,US,0,0,5,114.61,0.25,0,0,0,0
37.57,23,5411,US,0,0,1,67.35,0.56,0,0,0,0
160.63,13,5311,GB,0,1,5,91.24,1.76,1,0,0,0
77.13,10,4121,US,0,0,2,92.93,0.83,0,0,0,0
35.29,18,5912,US,1,1,3,58.45,0.6,0,0,0,0
83.43,14,5541,US,0,1,3,144.68,0.58,0,0,0,0
22.58,12,5812,US,0,0,5,144.73,0.16,0,0,0,0
47.65,13,4121,US,1,1,1,76.1,0.63,0,0,0,0
52.64,10,5814,US,0,1,2,134.07,0.39,0,0,0,0
72.95,20,5311,US,1,2,2,82.46,0.88,0,0,0,0
33.42,17,4121,US,1,1,6,70.13,0.48,0,0,0,0
55.83,17,5814,US,0,0,5,83.2,0.67,0,0,0,0
26.79,17,5912,US,0,1,4,127.28,0.21,0,0,0,0
83.84,9,5814,US,1,2,4,60.85,1.38,0,0,0,0
23.58,12,5812,US,0,1,2,123.55,0.19,0,0,0,0
20.41,13,4121,US,0,0,6,78.96,0.26,0,0,0,0
27.63,14,5311,US,0,1,2,123.69,0.22,0,0,0,0
11.2,15,4121,US,1,4,7,82.69,0.14,0,0,0,0
35.32,15,5311,US,1,2,4,90.23,0.39,0,0,0,0
26.08,15,5912,US,1,2,4,148.67,0.18,0,0,0,0
56.54,9,5732,US,0,0,2,101.3,0.56,0,0,1,0
21.79,16,4121,US,0,1,2,77.38,0.28,0,0,0,0
9438.4,1,6051,CY,3,5,10,68.86,137.07,1,1,1,1
13.85,9,4121,US,1,2,3,63.61,0.22,0,0,0,0
167.4,12,5812,US,0,2,3,103.95,1.61,0,0,0,0
812.16,7,4829,US,5,11,36,91.46,8.88,0,0,1,1
2.33,19,5311,US,10,19,33,83.24,0.03,0,0,0,1
91.5,13,5912,DE,0,0,4,57.78,1.58,1,0,0,0
48.63,14,5732,US,0,0,2,130.95,0.37,0,0,1,0
8.78,13,5732,US,0,0,1,60.77,0.14,0,0,1,0
196.33,16,5814,US,0,1,3,52.35,3.75,0,0,0,0
362.43,16,5814,US,2,2,5,147.74,2.45,0,0,0,0
44.74,13,5812,US,0,1,3,58.06,0.77,0,0,0,0
7.23,15,5812,US,0,1,6,55.91,0.13,0,0,0,0
10.59,13,5411,US,1,1,8,93.47,0.11,0,0,0,0
40.46,11,5812,US,1,2,5,105.87,0.38,0,0,0,0
67.61,15,5912,US,0,0,2,96.88,0.7,0,0,0,0
14.71,16,5732,US,0,0,0,112.81,0.13,0,0,1,0
255.25,16,4121,US,0,1,5,149.17,1.71,0,0,0,0
201.02,22,4121,US,0,0,3,139.48,1.44,0,0,0,0
1129.77,2,7995,CN,4,8,9,64.75,17.45,1,1,1,1
9.91,18,4121,US,0,1,1,70.42,0.14,0,0,0,0
65.43,23,5541,US,0,0,6,71.13,0.92,0,0,0,0
28.05,12,5311,US,0,0,4,135.39,0.21,0,0,0,0
35.78,16,5732,US,0,2,3,99.58,0.36,0,0,1,0
76.65,19,4121,US,0,1,7,104.66,0.73,0,0,0,0
60.81,9,5311,US,0,0,1,86.84,0.7,0,0,0,0
85.09,15,4121,US,0,0,0,129.9,0.66,0,0,0,0
62.8,13,5814,US,0,0,4,67.72,0.93,0,0,0,0
26.13,4,5311,US,0,0,2,107.31,0.24,0,1,0,0
18.75,11,5732,US,0,0,3,133.8,0.14,0,0,1,0
17.68,15,5311,US,0,1,5,90.06,0.2,0,0,0,0
96.93,15,5812,US,0,0,5,121.59,0.8,0,0,0,0
58.95,15,5814,US,0,1,2,143.01,0.41,0,0,0,0
222.86,13,5812,US,0,0,0,134.0,1.66,0,0,0,0
246.52,6,6051,RO,9,24,31,45.38,5.43,1,0,1,1
13.13,23,5912,US,1,1,2,124.26,0.11,0,0,0,0
9.97,13,5541,US,0,1,5,136.19,0.07,0,0,0,0
99.62,18,4121,US,0,0,2,115.35,0.86,0,0,0,0
1453.74,15,5732,NG,3,7,6,53.81,27.02,1,0,1,1
41.22,14,5812,US,0,1,2,97.94,0.42,0,0,0,0
146.8,13,5912,US,1,3,5,129.45,1.13,0,0,0,0
417.99,13,5311,US,0,1,7,80.2,5.21,0,0,0,0
181.85,16,5411,JP,0,1,3,143.98,1.26,1,0,0,0
25.82,14,4121,US,0,2,5,141.96,0.18,0,0,0,0
60.27,12,5311,US,0,0,2,126.13,0.48,0,0,0,0
89.66,17,5411,US,0,1,4,126.82,0.71,0,0,0,0
53.17,6,5912,US,0,0,1,80.46,0.66,0,0,0,0
39.18,15,4121,US,0,1,4,69.96,0.56,0,0,0,0
39.45,9,4121,US,2,4,6,115.19,0.34,0,0,0,0
109.67,10,5912,US,0,0,2,140.99,0.78,0,0,0,0
38.97,6,5411,FR,0,0,4,89.98,0.43,1,0,0,0
5384.32,4,5732,RU,2,3,5,55.43,97.14,1,1,1,1
11.25,11,5912,US,0,0,5,79.15,0.14,0,0,0,0
10.86,15,5812,US,0,0,0,149.7,0.07,0,0,0,0
15.66,13,5541,US,0,1,2,100.96,0.16,0,0,0,0
47.06,17,5311,US,0,0,6,118.06,0.4,0,0,0,0
32.14,15,5541,US,0,1,3,105.13,0.31,0,0,0,0
1.67,6,5311,UA,9,14,37,64.55,0.03,1,0,0,1
358.59,10,5732,US,0,1,2,91.93,3.9,0,0,1,0
11.44,6,5311,US,0,1,5,132.24,0.09,0,0,0,0
299.77,23,5411,US,0,0,2,134.99,2.22,0,0,0,0
3.79,13,5732,US,0,1,6,85.49,0.04,0,0,1,0
18.75,18,4121,US,0,0,2,65.38,0.29,0,0,0,0
77.98,14,5912,US,0,0,3,87.29,0.89,0,0,0,0
2.21,22,5311,UA,13,10,46,66.89,0.03,1,0,0,1
62.3,20,5812,US,0,2,7,58.95,1.06,0,0,0,0
7111.89,0,6051,UA,1,3,9,41.88,169.82,1,1,1,1
183.19,22,5732,US,0,1,3,62.66,2.92,0,0,1,0
90.15,17,5814,US,0,1,1,91.3,0.99,0,0,0,0
48.66,17,5411,US,0,1,3,92.63,0.53,0,0,0,0
51.71,14,5812,US,0,0,4,148.16,0.35,0,0,0,0
40.78,8,5912,US,0,0,2,80.61,0.51,0,0,0,0
20.92,8,5732,US,0,1,2,75.83,0.28,0,0,1,0
1.25,22,5311,US,13,11,26,71.99,0.02,0,0,0,1
91.93,17,5912,US,0,2,3,75.66,1.22,0,0,0,0
81.31,11,5912,US,2,5,6,66.37,1.23,0,0,0,0
50.61,10,5814,US,0,1,4,121.82,0.42,0,0,0,0
7338.88,2,5732,CY,3,6,8,55.36,132.57,1,1,1,1
73.41,15,5912,US,1,3,6,80.87,0.91,0,0,0,0
343.01,14,5814,US,0,2,4,149.99,2.29,0,0,0,0
6221.57,3,5944,RO,3,2,10,94.46,65.86,1,1,1,1
44.13,13,5411,US,0,1,8,114.68,0.38,0,0,0,0
37.17,17,5311,US,2,3,4,95.73,0.39,0,0,0,0
62.22,20,5814,JP,0,2,4,142.69,0.44,1,0,0,0
24.7,9,5732,US,0,1,3,125.93,0.2,0,0,1,0
61.88,19,5732,US,1,1,4,99.4,0.62,0,0,1,0
27.74,16,5912,US,0,0,4,81.68,0.34,0,0,0,0
93.92,5,4121,US,0,3,6,50.64,1.85,0,1,0,0
47.0,14,5411,US,0,0,4,60.17,0.78,0,0,0,0
44.82,10,4121,US,0,0,4,103.12,0.43,0,0,0,0
77.04,13,5814,US,0,2,5,67.19,1.15,0,0,0,0
33.53,8,5541,US,1,1,3,64.72,0.52,0,0,0,0
36.14,16,4121,US,0,2,2,83.71,0.43,0,0,0,0
77.67,11,5732,US,1,1,1,103.64,0.75,0,0,1,0
260.67,13,5732,US,1,2,5,53.41,4.88,0,0,1,0
26.52,13,5812,US,0,1,3,121.84,0.22,0,0,0,0
82.79,12,5812,US,0,2,6,96.02,0.86,0,0,0,0
18.29,22,4121,US,0,1,3,65.66,0.28,0,0,0,0
5.29,21,5541,US,0,1,5,92.26,0.06,0,0,0,0
151.61,8,5311,US,0,1,2,139.87,1.08,0,0,0,0
118.09,14,5541,US,0,0,4,97.02,1.22,0,0,0,0
10.32,11,5812,US,0,1,3,69.91,0.15,0,0,0,0
66.7,11,5812,US,0,1,4,106.06,0.63,0,0,0,0
26.26,11,5311,US,0,1,3,85.34,0.31,0,0,0,0
9126.62,1,6051,UA,2,5,5,89.82,101.61,1,1,1,1
69.96,12,5812,US,1,2,4,94.87,0.74,0,0,0,0
28.92,4,5732,DE,0,0,4,140.83,0.21,1,1,1,0
175.86,19,5732,US,0,1,4,82.25,2.14,0,0,1,0
154.71,13,5732,US,0,1,2,129.27,1.2,0,0,1,0
25.33,15,5812,JP,0,0,2,90.61,0.28,1,0,0,0
31.72,23,5411,US,0,1,2,88.15,0.36,0,0,0,0
318.87,15,5541,US,0,3,7,82.99,3.84,0,0,0,0
74.94,19,5732,US,0,0,1,81.11,0.92,0,0,1,0
212.85,22,5311,US,0,1,5,145.43,1.46,0,0,0,0
3.88,14,5411,US,0,0,2,124.29,0.03,0,0,0,0
9.61,12,5541,US,0,1,4,88.23,0.11,0,0,0,0
18.66,19,5814,US,0,0,3,114.16,0.16,0,0,0,0
63.98,11,5541,US,0,3,7,119.86,0.53,0,0,0,0
925.17,18,5944,RO,5,20,17,64.94,14.25,1,0,1,1
37.29,15,5812,US,0,1,5,98.82,0.38,0,0,0,0
7155.79,3,6051,RO,1,5,6,82.95,86.27,1,1,1,1
37.46,12,5814,JP,0,0,4,126.19,0.3,1,0,0,0
27.77,6,5812,US,0,0,3,143.67,0.19,0,0,0,0
10.99,7,5411,US,0,0,1,145.45,0.08,0,0,0,0
59.16,14,5732,US,1,1,1,60.57,0.98,0,0,1,0
41.52,12,5411,US,0,0,4,149.1,0.28,0,0,0,0
115.04,14,5912,US,0,0,1,68.81,1.67,0,0,0,0
96.51,17,5732,US,0,0,3,72.54,1.33,0,0,1,0
123.5,19,5814,US,1,1,3,84.98,1.45,0,0,0,0
33.22,19,5411,CA,1,2,3,61.58,0.54,1,0,0,0
19.21,16,5812,US,0,1,2,95.46,0.2,0,0,0,0
35.91,13,5732,US,0,0,3,141.34,0.25,0,0,1,0
26.63,14,5411,US,1,1,4,60.13,0.44,0,0,0,0
137.05,23,5912,US,0,1,4,91.47,1.5,0,0,0,0
112.99,16,4121,US,0,0,3,77.28,1.46,0,0,0,0
47.54,13,5814,US,0,0,3,73.05,0.65,0,0,0,0
267.68,21,5311,CA,0,1,6,122.03,2.19,1,0,0,0
31.36,17,5311,US,0,0,7,132.7,0.24,0,0,0,0
41.03,19,5311,US,0,0,0,125.51,0.33,0,0,0,0
34.24,11,5912,US,0,1,4,66.8,0.51,0,0,0,0
6004.18,4,5732,RU,2,5,4,90.98,65.99,1,1,1,1
42.55,20,5912,US,2,3,6,134.34,0.32,0,0,0,0
26.26,15,5812,US,0,0,4,78.91,0.33,0,0,0,0
2261.73,5,6051,RU,2,4,7,71.32,31.71,1,1,1,1
30.49,13,5814,US,0,0,1,109.0,0.28,0,0,0,0
165.59,16,5311,US,0,0,2,95.79,1.73,0,0,0,0
13.58,11,5411,US,0,2,4,136.41,0.1,0,0,0,0
13.77,12,5732,US,0,0,1,51.69,0.27,0,0,1,0
7.08,17,5812,US,2,3,7,123.48,0.06,0,0,0,0
48.99,13,5732,US,0,3,6,133.66,0.37,0,0,1,0
452.25,14,5311,US,0,2,9,90.64,4.99,0,0,0,0
7.22,19,5411,US,0,0,5,88.97,0.08,0,0,0,0
48.31,7,5814,US,1,1,4,108.46,0.45,0,0,0,0
24.53,13,5732,US,0,1,4,111.57,0.22,0,0,1,0
15.84,9,5912,US,1,1,4,79.4,0.2,0,0,0,0
420.51,11,5311,US,0,0,3,108.28,3.88,0,0,0,0
54.93,11,5814,US,0,0,1,82.11,0.67,0,0,0,0
22.01,8,5411,US,1,1,3,146.22,0.15,0,0,0,0
197.55,23,5912,US,1,2,4,131.12,1.51,0,0,0,0
55.66,9,4121,US,0,0,1,132.33,0.42,0,0,0,0
5.92,11,5812,US,0,1,5,50.97,0.12,0,0,0,0
16.88,16,4121,US,0,1,6,90.06,0.19,0,0,0,0
97.51,13,5541,US,0,3,4,119.84,0.81,0,0,0,0
91.93,16,5814,US,0,0,2,58.07,1.58,0,0,0,0
17.31,6,5541,JP,0,1,4,131.86,0.13,1,0,0,0
57.65,21,5732,US,0,0,3,85.76,0.67,0,0,1,0
36.57,12,5814,US,0,1,3,117.41,0.31,0,0,0,0
253.07,13,5311,US,0,1,3,137.45,1.84,0,0,0,0
