transaction_id,customer_id,amount,merchant,merchant_category,location,country,device_id,ip_address,browser,timestamp,is_fraud,fraud_scenario,is_synthetic,risk_notes
SYN-TX-NORM-E1BBAB617A,SYN-CUST-00023,63.7,Uber Rides & Eats (Synthetic),transportation,"Sydney, NSW",AU,SYN-DEV-00713-F4C27F,198.19.0.226,Safari 17.5 (iOS 17.5 iPhone),2026-09-01T05:57:31.890604+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-82692A10D3,SYN-CUST-00157,37.16,Target Superstore #482 (Synthetic),retail,Tokyo,JP,SYN-DEV-00051-98E12E,203.0.115.127,Firefox 130.0 (Windows 10),2026-09-01T05:58:20.708611+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-2C19771BE8,SYN-CUST-00015,56.28,Walgreens Pharmacy (Synthetic),pharmacy,"Austin, TX",US,SYN-DEV-00626-19397B,198.51.103.63,Safari 17.5 (macOS Sonoma),2026-09-01T06:00:19.465383+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-F4B3C08038,SYN-CUST-00045,104.47,Shell Express Fuel (Synthetic),fuel_dispenser,London,GB,SYN-DEV-00522-FF67FD,203.0.113.236,Edge 128.0 (Windows 11),2026-09-01T06:01:01.716858+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-CA42A55940,SYN-CUST-00237,265.27,FreshMart Supermarket (Synthetic),grocery,Tokyo,JP,SYN-DEV-00295-80CDF5,203.0.115.242,Firefox 130.0 (Linux x86_64),2026-09-01T06:01:04.818100+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-832014AE3F,SYN-CUST-00141,23.89,Target Superstore #482 (Synthetic),retail,"Austin, TX",US,SYN-DEV-00349-BCB6AD,198.51.103.123,Firefox 130.0 (Windows 10),2026-09-01T06:07:39.315511+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-AC0681309B,SYN-CUST-00109,120.95,Amazon Marketplace Online (Synthetic),ecommerce,Tokyo,JP,SYN-DEV-00749-E9DD7B,203.0.115.69,Brave 1.69 (macOS),2026-09-01T06:09:25.030685+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-HIGH-D0E488E7A8,SYN-CUST-00103,3017.79,Nike Town Global (Synthetic),apparel,"New York, NY",US,SYN-DEV-00300-521C10,198.51.100.166,Edge 128.0 (Windows 11),2026-09-01T06:12:37.767238+00:00,1,high_amount_fraud,True,Abrupt amount anomaly: $3017.79 vs typical baseline $59.85 (>15x sigma).
SYN-TX-NORM-5EB37BF986,SYN-CUST-00203,139.14,Shell Express Fuel (Synthetic),fuel_dispenser,Paris,FR,SYN-DEV-00530-4D9B57,192.0.4.82,Brave 1.69 (macOS),2026-09-01T06:15:48.975065+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-F204D6E997,SYN-CUST-00165,49.14,Delta Air Lines E-Ticket (Synthetic),airlines,London,GB,SYN-DEV-00729-A531CC,203.0.113.66,Safari 17.5 (macOS Sonoma),2026-09-01T06:16:49.056957+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-BB9F75C8B4,SYN-CUST-00135,59.54,Marriott Luxury Hotels (Synthetic),lodging,Tokyo,JP,SYN-DEV-00031-A8AE1A,203.0.115.26,Firefox 130.0 (Linux x86_64),2026-09-01T06:18:37.730089+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-B0EEC4FE01,SYN-CUST-00227,66.34,Walgreens Pharmacy (Synthetic),pharmacy,"Austin, TX",US,SYN-DEV-00727-2AF7BF,198.51.103.204,Opera 113.0 (Windows 11),2026-09-01T06:19:43.623113+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-2BB8AC5F2C,SYN-CUST-00056,158.12,Netflix Subscription Service (Synthetic),digital_goods,"Austin, TX",US,SYN-DEV-00626-19397B,198.51.103.72,Samsung Internet 25.0 (Android 14),2026-09-01T06:20:01.997601+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-B05D298E3C,SYN-CUST-00049,212.83,FreshMart Supermarket (Synthetic),grocery,"Austin, TX",US,SYN-DEV-00572-8137AF,198.51.103.235,Edge 128.0 (Windows 11),2026-09-01T06:20:27.313867+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-B366BA333B,SYN-CUST-00083,91.19,Uber Rides & Eats (Synthetic),transportation,"New York, NY",US,SYN-DEV-00448-72ECCD,198.51.100.123,Chrome 128.0 (macOS Sonoma),2026-09-01T06:21:40.279042+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-97661BF9A4,SYN-CUST-00156,115.85,Starbucks Coffee #1042 (Synthetic),dining,"San Francisco, CA",US,SYN-DEV-00549-49B82F,198.51.101.129,Edge 128.0 (Windows 11),2026-09-01T06:22:25.556421+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-A0C670A8FE,SYN-CUST-00234,289.29,FreshMart Supermarket (Synthetic),grocery,Tokyo,JP,SYN-DEV-00597-880EAB,203.0.115.158,Opera 113.0 (Windows 11),2026-09-01T06:26:58.013052+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-E119B95DCF,SYN-CUST-00157,41.69,Best Buy Supercenter (Synthetic),electronics,Tokyo,JP,SYN-DEV-00051-98E12E,203.0.115.229,Firefox 130.0 (Windows 10),2026-09-01T06:28:28.761175+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-5D2C6A25FA,SYN-CUST-00109,153.03,Marriott Luxury Hotels (Synthetic),lodging,Tokyo,JP,SYN-DEV-00749-E9DD7B,203.0.115.75,Firefox 130.0 (Windows 10),2026-09-01T06:29:54.608439+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-3CEFDF1EEA,SYN-CUST-00080,181.4,Amazon Marketplace Online (Synthetic),ecommerce,"New York, NY",US,SYN-DEV-00176-6A32F4,198.51.100.184,Chrome Mobile 128.0 (Android 14),2026-09-01T06:30:16.755738+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-AD67327A86,SYN-CUST-00117,125.72,Starbucks Coffee #1042 (Synthetic),dining,"Sydney, NSW",AU,SYN-DEV-00013-472BF8,198.19.0.51,Safari 17.5 (iOS 17.5 iPhone),2026-09-01T06:30:36.054117+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-0DD17BEF10,SYN-CUST-00121,46.4,Shell Express Fuel (Synthetic),fuel_dispenser,Manchester,GB,SYN-DEV-00739-F6DB29,203.0.114.36,Firefox 130.0 (Windows 10),2026-09-01T06:36:59.392868+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-6FAE599D7C,SYN-CUST-00214,255.74,Netflix Subscription Service (Synthetic),digital_goods,Tokyo,JP,SYN-DEV-00078-E6D125,203.0.115.25,Samsung Internet 25.0 (Android 14),2026-09-01T06:37:56.085949+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-17A3AE486E,SYN-CUST-00046,100.1,Chipotle Mexican Grill (Synthetic),dining,Munich,DE,SYN-DEV-00672-D46A94,192.0.3.77,Chrome 128.0 (Windows 11),2026-09-01T06:38:07.956534+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-70E7C266A4,SYN-CUST-00202,195.4,Netflix Subscription Service (Synthetic),digital_goods,"Sydney, NSW",AU,SYN-DEV-00118-540F92,198.19.0.75,Chrome Mobile 128.0 (Android 14),2026-09-01T06:38:41.269902+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-282A345D07,SYN-CUST-00037,75.59,Amazon Marketplace Online (Synthetic),ecommerce,"Toronto, ON",CA,SYN-DEV-00633-2068CC,198.18.0.162,Chrome Mobile 128.0 (Android 14),2026-09-01T06:40:42.964844+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-RAPID-9901800170,SYN-CUST-00219,1.0,Walgreens Pharmacy (Synthetic),pharmacy,Manchester,GB,SYN-DEV-BOT-43DC3C,192.249.150.21,Headless Chrome / Puppeteer Bot (v128.0),2026-09-01T06:42:03.309217+00:00,1,rapid_transaction_fraud,True,Velocity burst attack: Step 1/6 executed within seconds of previous activity.
SYN-TX-RAPID-A988690722,SYN-CUST-00219,906.68,Apple Store Flagship (Synthetic),electronics,Manchester,GB,SYN-DEV-BOT-43DC3C,192.249.150.21,Headless Chrome / Puppeteer Bot (v128.0),2026-09-01T06:42:25.309217+00:00,1,rapid_transaction_fraud,True,Velocity burst attack: Step 2/6 executed within seconds of previous activity.
SYN-TX-NORM-EB1973899F,SYN-CUST-00236,47.52,Walgreens Pharmacy (Synthetic),pharmacy,Munich,DE,SYN-DEV-00265-9A0413,192.0.3.221,Firefox 130.0 (Linux x86_64),2026-09-01T06:42:34.150232+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-RAPID-F0872A8644,SYN-CUST-00219,827.15,Shell Express Fuel (Synthetic),fuel_dispenser,Manchester,GB,SYN-DEV-BOT-43DC3C,192.249.150.21,Headless Chrome / Puppeteer Bot (v128.0),2026-09-01T06:42:44.309217+00:00,1,rapid_transaction_fraud,True,Velocity burst attack: Step 3/6 executed within seconds of previous activity.
SYN-TX-RAPID-20476D30B9,SYN-CUST-00219,70.86,Anonymous Prepaid Gift Card Hub (Synthetic),stored_value_cards,Manchester,GB,SYN-DEV-BOT-43DC3C,192.249.150.21,Headless Chrome / Puppeteer Bot (v128.0),2026-09-01T06:42:50.309217+00:00,1,rapid_transaction_fraud,True,Velocity burst attack: Step 4/6 executed within seconds of previous activity.
SYN-TX-RAPID-3EEBB6D10D,SYN-CUST-00219,677.37,Target Superstore #482 (Synthetic),retail,Manchester,GB,SYN-DEV-BOT-43DC3C,192.249.150.21,Headless Chrome / Puppeteer Bot (v128.0),2026-09-01T06:43:08.309217+00:00,1,rapid_transaction_fraud,True,Velocity burst attack: Step 5/6 executed within seconds of previous activity.
SYN-TX-NORM-5C742336D2,SYN-CUST-00101,117.36,Shell Express Fuel (Synthetic),fuel_dispenser,"Chicago, IL",US,SYN-DEV-00611-B1DD43,198.51.102.49,Opera 113.0 (Windows 11),2026-09-01T06:43:11.797417+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-RAPID-FBB86E370E,SYN-CUST-00219,939.73,Marriott Luxury Hotels (Synthetic),lodging,Manchester,GB,SYN-DEV-BOT-43DC3C,192.249.150.21,Headless Chrome / Puppeteer Bot (v128.0),2026-09-01T06:43:24.309217+00:00,1,rapid_transaction_fraud,True,Velocity burst attack: Step 6/6 executed within seconds of previous activity.
SYN-TX-NORM-C78954F25E,SYN-CUST-00105,136.6,Uber Rides & Eats (Synthetic),transportation,"San Francisco, CA",US,SYN-DEV-00121-ABBD3E,198.51.101.26,Opera 113.0 (Windows 11),2026-09-01T06:44:01.250010+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-53EC51A775,SYN-CUST-00148,218.2,FreshMart Supermarket (Synthetic),grocery,Munich,DE,SYN-DEV-00670-202950,192.0.3.176,Opera 113.0 (Windows 11),2026-09-01T06:44:07.847614+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-42363E6C27,SYN-CUST-00191,12.09,Uber Rides & Eats (Synthetic),transportation,"New York, NY",US,SYN-DEV-00444-4964BA,198.51.100.49,Opera 113.0 (Windows 11),2026-09-01T06:44:34.879940+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-A581299DE3,SYN-CUST-00057,75.32,Netflix Subscription Service (Synthetic),digital_goods,"New York, NY",US,SYN-DEV-00242-C0CDAC,198.51.100.231,Edge 128.0 (Windows 11),2026-09-01T06:46:39.576748+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-D6C7204D65,SYN-CUST-00122,18.39,Amazon Marketplace Online (Synthetic),ecommerce,London,GB,SYN-DEV-00079-D9608B,203.0.113.49,Samsung Internet 25.0 (Android 14),2026-09-01T06:47:04.050220+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-0262D23650,SYN-CUST-00190,137.42,Target Superstore #482 (Synthetic),retail,"Austin, TX",US,SYN-DEV-00347-9595A3,198.51.103.37,Brave 1.69 (macOS),2026-09-01T06:52:31.383038+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-8661F7AAC7,SYN-CUST-00043,97.43,Walgreens Pharmacy (Synthetic),pharmacy,"Sydney, NSW",AU,SYN-DEV-00100-1DC1CA,198.19.0.205,Firefox 130.0 (Windows 10),2026-09-01T06:53:22.563593+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-9DC25D7818,SYN-CUST-00192,71.35,Starbucks Coffee #1042 (Synthetic),dining,Paris,FR,SYN-DEV-00624-C8FD58,192.0.4.170,Edge 128.0 (Windows 11),2026-09-01T06:53:40.970571+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-4A3BE5C841,SYN-CUST-00173,42.8,Marriott Luxury Hotels (Synthetic),lodging,"San Francisco, CA",US,SYN-DEV-00306-D458C6,198.51.101.76,Samsung Internet 25.0 (Android 14),2026-09-01T06:55:11.291472+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-C64270EB8C,SYN-CUST-00034,85.58,Target Superstore #482 (Synthetic),retail,"Sydney, NSW",AU,SYN-DEV-00132-729F22,198.19.0.8,Safari 17.5 (iOS 17.5 iPhone),2026-09-01T06:55:57.576877+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-RAPID-3537109428,SYN-CUST-00200,1.0,BitQuick P2P Crypto Exchange (Synthetic),crypto_exchange,"Toronto, ON",CA,SYN-DEV-00309-B2D09A,15.50.18.136,Headless Chrome / Puppeteer Bot (v128.0),2026-09-01T06:58:04.557960+00:00,1,rapid_transaction_fraud,True,Velocity burst attack: Step 1/6 executed within seconds of previous activity.
SYN-TX-RAPID-EBCF0C41EB,SYN-CUST-00200,903.81,PrivatBank Offshore Remittance (Synthetic),offshore_banking,"Toronto, ON",CA,SYN-DEV-00309-B2D09A,15.50.18.136,Headless Chrome / Puppeteer Bot (v128.0),2026-09-01T06:58:23.557960+00:00,1,rapid_transaction_fraud,True,Velocity burst attack: Step 2/6 executed within seconds of previous activity.
SYN-TX-RAPID-C2C0CAE682,SYN-CUST-00200,648.97,Marriott Luxury Hotels (Synthetic),lodging,"Toronto, ON",CA,SYN-DEV-00309-B2D09A,15.50.18.136,Headless Chrome / Puppeteer Bot (v128.0),2026-09-01T06:58:28.557960+00:00,1,rapid_transaction_fraud,True,Velocity burst attack: Step 3/6 executed within seconds of previous activity.
SYN-TX-RAPID-09EADCAAF2,SYN-CUST-00200,651.24,Global Swift Wire Transfer Desk (Synthetic),money_transfer,"Toronto, ON",CA,SYN-DEV-00309-B2D09A,15.50.18.136,Headless Chrome / Puppeteer Bot (v128.0),2026-09-01T06:58:48.557960+00:00,1,rapid_transaction_fraud,True,Velocity burst attack: Step 4/6 executed within seconds of previous activity.
SYN-TX-RAPID-E98F7E80A8,SYN-CUST-00200,706.04,Apple Store Flagship (Synthetic),electronics,"Toronto, ON",CA,SYN-DEV-00309-B2D09A,15.50.18.136,Headless Chrome / Puppeteer Bot (v128.0),2026-09-01T06:59:06.557960+00:00,1,rapid_transaction_fraud,True,Velocity burst attack: Step 5/6 executed within seconds of previous activity.
SYN-TX-RAPID-9C3FF7AB0D,SYN-CUST-00200,344.11,FreshMart Supermarket (Synthetic),grocery,"Toronto, ON",CA,SYN-DEV-00309-B2D09A,15.50.18.136,Headless Chrome / Puppeteer Bot (v128.0),2026-09-01T06:59:15.557960+00:00,1,rapid_transaction_fraud,True,Velocity burst attack: Step 6/6 executed within seconds of previous activity.
SYN-TX-NORM-A5FA6EFF03,SYN-CUST-00210,19.57,Netflix Subscription Service (Synthetic),digital_goods,"Toronto, ON",CA,SYN-DEV-00199-2C1BA3,198.18.0.75,Brave 1.69 (macOS),2026-09-01T07:07:14.253774+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-6E6CA3BF6F,SYN-CUST-00194,161.48,Target Superstore #482 (Synthetic),retail,"Sydney, NSW",AU,SYN-DEV-00728-D06B3B,198.19.0.51,Chrome Mobile 128.0 (Android 14),2026-09-01T07:07:55.153160+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-634394C2C9,SYN-CUST-00001,94.46,Amazon Marketplace Online (Synthetic),ecommerce,Munich,DE,SYN-DEV-00047-8A8251,192.0.3.229,Firefox 130.0 (Linux x86_64),2026-09-01T07:08:05.756245+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-B2576BBAD6,SYN-CUST-00071,18.52,Delta Air Lines E-Ticket (Synthetic),airlines,"Toronto, ON",CA,SYN-DEV-00075-F7759A,198.18.0.43,Chrome Mobile 128.0 (Android 14),2026-09-01T07:16:55.992705+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-7253A705DC,SYN-CUST-00233,42.68,Nike Town Global (Synthetic),apparel,"New York, NY",US,SYN-DEV-00089-FB9D76,198.51.100.110,Firefox 130.0 (Linux x86_64),2026-09-01T07:17:56.656141+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-D8DCB86540,SYN-CUST-00045,151.01,Amazon Marketplace Online (Synthetic),ecommerce,London,GB,SYN-DEV-00520-785C47,203.0.113.151,Opera 113.0 (Windows 11),2026-09-01T07:18:51.817613+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-F1C55ECC7A,SYN-CUST-00006,85.91,Amazon Marketplace Online (Synthetic),ecommerce,"Sydney, NSW",AU,SYN-DEV-00578-F2C629,198.19.0.71,Opera 113.0 (Windows 11),2026-09-01T07:19:59.647360+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-021EE5305E,SYN-CUST-00095,86.97,Starbucks Coffee #1042 (Synthetic),dining,"Chicago, IL",US,SYN-DEV-00495-8091CD,198.51.102.254,Edge 128.0 (Windows 11),2026-09-01T07:20:40.587593+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-B9ED7D26D5,SYN-CUST-00144,127.25,Uber Rides & Eats (Synthetic),transportation,"Toronto, ON",CA,SYN-DEV-00187-24B7F4,198.18.0.64,Opera 113.0 (Windows 11),2026-09-01T07:23:32.546542+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-38E6E97D3A,SYN-CUST-00119,139.82,Starbucks Coffee #1042 (Synthetic),dining,"San Francisco, CA",US,SYN-DEV-00081-7D9180,198.51.101.160,Safari 17.5 (iOS 17.5 iPhone),2026-09-01T07:26:43.270165+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-70B95DA9C5,SYN-CUST-00056,30.51,Chipotle Mexican Grill (Synthetic),dining,"Austin, TX",US,SYN-DEV-00626-19397B,198.51.103.85,Firefox 130.0 (Linux x86_64),2026-09-01T07:27:49.781997+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-1647E4903D,SYN-CUST-00050,45.87,Netflix Subscription Service (Synthetic),digital_goods,Paris,FR,SYN-DEV-00405-CC97C3,192.0.4.241,Edge 128.0 (Windows 11),2026-09-01T07:30:12.587507+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-C662114FB1,SYN-CUST-00001,196.61,FreshMart Supermarket (Synthetic),grocery,Munich,DE,SYN-DEV-00316-AACD76,192.0.3.236,Firefox 130.0 (Linux x86_64),2026-09-01T07:32:33.498385+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-A36BAFF9EC,SYN-CUST-00034,23.37,Target Superstore #482 (Synthetic),retail,"Sydney, NSW",AU,SYN-DEV-00565-B72EA0,198.19.0.2,Safari 17.5 (iOS 17.5 iPhone),2026-09-01T07:32:54.333755+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-61333F2220,SYN-CUST-00250,42.21,Best Buy Supercenter (Synthetic),electronics,Berlin,DE,SYN-DEV-00235-E6AA7F,192.0.2.128,Chrome Mobile 128.0 (Android 14),2026-09-01T07:33:49.872533+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-213F0862A3,SYN-CUST-00056,102.43,Walgreens Pharmacy (Synthetic),pharmacy,"Austin, TX",US,SYN-DEV-00626-19397B,198.51.103.150,Samsung Internet 25.0 (Android 14),2026-09-01T07:35:54.191528+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-A5AE1B071F,SYN-CUST-00048,132.85,Uber Rides & Eats (Synthetic),transportation,"Sydney, NSW",AU,SYN-DEV-00386-CD978A,198.19.0.61,Safari 17.5 (iOS 17.5 iPhone),2026-09-01T07:41:29.341115+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-487AAE1516,SYN-CUST-00072,85.09,Chipotle Mexican Grill (Synthetic),dining,Tokyo,JP,SYN-DEV-00407-C38434,203.0.115.23,Samsung Internet 25.0 (Android 14),2026-09-01T07:43:40.483403+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-4B2BA97AF5,SYN-CUST-00013,43.89,Shell Express Fuel (Synthetic),fuel_dispenser,Munich,DE,SYN-DEV-00232-0FC2F0,192.0.3.205,Safari 17.5 (iOS 17.5 iPhone),2026-09-01T07:44:29.670745+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-3B76F9506B,SYN-CUST-00009,65.13,Marriott Luxury Hotels (Synthetic),lodging,"San Francisco, CA",US,SYN-DEV-00732-005810,198.51.101.123,Chrome 128.0 (Windows 11),2026-09-01T07:45:08.449790+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-E20EF76855,SYN-CUST-00054,104.33,Netflix Subscription Service (Synthetic),digital_goods,Munich,DE,SYN-DEV-00297-91637B,192.0.3.168,Chrome 128.0 (Windows 11),2026-09-01T07:47:35.775453+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-5DEF84D837,SYN-CUST-00005,11.98,Netflix Subscription Service (Synthetic),digital_goods,Paris,FR,SYN-DEV-00358-D334A8,192.0.4.200,Safari 17.5 (iOS 17.5 iPhone),2026-09-01T07:48:23.439908+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-FBB83E092F,SYN-CUST-00077,168.63,Uber Rides & Eats (Synthetic),transportation,"Sydney, NSW",AU,SYN-DEV-00632-9E12B4,198.19.0.182,Chrome 128.0 (Windows 11),2026-09-01T07:51:29.057028+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-B3F2863516,SYN-CUST-00197,249.66,Starbucks Coffee #1042 (Synthetic),dining,Manchester,GB,SYN-DEV-00014-A9A313,203.0.114.79,Opera 113.0 (Windows 11),2026-09-01T07:51:43.732972+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-CBE9F8C53E,SYN-CUST-00098,109.57,Netflix Subscription Service (Synthetic),digital_goods,Berlin,DE,SYN-DEV-00629-719265,192.0.2.11,Chrome Mobile 128.0 (Android 14),2026-09-01T07:54:27.914524+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-B7FE11EF5D,SYN-CUST-00158,59.02,FreshMart Supermarket (Synthetic),grocery,Tokyo,JP,SYN-DEV-00276-11253E,203.0.115.136,Chrome 128.0 (macOS Sonoma),2026-09-01T07:54:29.241001+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-D6EE998F4A,SYN-CUST-00024,147.78,Starbucks Coffee #1042 (Synthetic),dining,Paris,FR,SYN-DEV-00485-638180,192.0.4.27,Safari 17.5 (macOS Sonoma),2026-09-01T07:55:28.105140+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-3B104409A3,SYN-CUST-00001,235.95,Netflix Subscription Service (Synthetic),digital_goods,Munich,DE,SYN-DEV-00684-2240C5,192.0.3.123,Firefox 130.0 (Linux x86_64),2026-09-01T07:55:53.503914+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-F95A8F87E7,SYN-CUST-00219,123.25,FreshMart Supermarket (Synthetic),grocery,Manchester,GB,SYN-DEV-00499-B364DB,203.0.114.127,Samsung Internet 25.0 (Android 14),2026-09-01T07:59:43.499807+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-2249C1ECDC,SYN-CUST-00211,183.95,Shell Express Fuel (Synthetic),fuel_dispenser,"Toronto, ON",CA,SYN-DEV-00339-D94C39,198.18.0.115,Brave 1.69 (macOS),2026-09-01T08:01:39.723352+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-B77027FEBD,SYN-CUST-00130,19.38,Chipotle Mexican Grill (Synthetic),dining,"San Francisco, CA",US,SYN-DEV-00140-1794FA,198.51.101.134,Safari 17.5 (iOS 17.5 iPhone),2026-09-01T08:03:14.342510+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-HIGH-24706A8DA4,SYN-CUST-00180,7617.87,Apex Luxury Diamond Jeweler (Synthetic),jewelry_luxury,Munich,DE,SYN-DEV-00103-4F93E1,192.0.3.238,Chrome 128.0 (Windows 11),2026-09-01T08:03:58.852592+00:00,1,high_amount_fraud,True,Abrupt amount anomaly: $7617.87 vs typical baseline $157.10 (>15x sigma).
SYN-TX-NORM-860EFB37B8,SYN-CUST-00105,102.07,Target Superstore #482 (Synthetic),retail,"San Francisco, CA",US,SYN-DEV-00121-ABBD3E,198.51.101.253,Opera 113.0 (Windows 11),2026-09-01T08:04:01.100194+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-DD0C1C16A6,SYN-CUST-00168,42.48,Delta Air Lines E-Ticket (Synthetic),airlines,Paris,FR,SYN-DEV-00697-B427F8,192.0.4.86,Brave 1.69 (macOS),2026-09-01T08:06:51.432864+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-9DFCC14098,SYN-CUST-00033,251.2,Walgreens Pharmacy (Synthetic),pharmacy,"San Francisco, CA",US,SYN-DEV-00408-B95821,198.51.101.196,Samsung Internet 25.0 (Android 14),2026-09-01T08:11:18.555711+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-81080777A7,SYN-CUST-00163,162.53,Netflix Subscription Service (Synthetic),digital_goods,"New York, NY",US,SYN-DEV-00259-6E3225,198.51.100.177,Edge 128.0 (Windows 11),2026-09-01T08:15:06.195459+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
SYN-TX-NORM-4D2F9CB274,SYN-CUST-00150,11.28,Walgreens Pharmacy (Synthetic),pharmacy,"Sydney, NSW",AU,SYN-DEV-00205-2386F7,198.19.0.57,Safari 17.5 (macOS Sonoma),2026-09-01T08:16:55.093687+00:00,0,normal,True,Legitimate transaction conforming to historical customer baselines.
